Sensor:,92
Sensor:,85
Sensor:,8
Sensor:,99
Sensor:,2
Sensor:,78
Sensor:,6
Sensor:,68
Sensor:,21
Sensor:,86
Sensor:,22
Sensor:,1
Sensor:,29
Sensor:,61
Sensor:,11
Sensor:,43
Sensor:,28
Sensor:,46
Sensor:,59
Sensor:,35
Sensor:,4
Sensor:,22
Sensor:,94
Sensor:,24
Sensor:,90
Sensor:,100
Sensor:,5
Sensor:,84
Sensor:,39
Sensor:,3
Sensor:,44
Sensor:,8
Sensor:,45
Sensor:,11
Sensor:,23
Sensor:,50
Sensor:,95
Sensor:,21
Sensor:,19
Sensor:,29
Sensor:,7
Sensor:,51
Sensor:,5
Sensor:,21
Sensor:,82
Sensor:,67
Sensor:,8
Sensor:,14
Sensor:,7
Sensor:,62
Sensor:,11
Sensor:,20
Sensor:,62
Sensor:,14
Sensor:,16
Sensor:,33
Sensor:,77
Sensor:,42
Sensor:,73
Sensor:,66
Sensor:,46
Sensor:,77
Sensor:,1
Sensor:,64
Sensor:,19
Sensor:,74
Sensor:,56
Sensor:,8
Sensor:,79
Sensor:,33
Sensor:,52
Sensor:,5
Sensor:,50
Sensor:,71
Sensor:,91
Sensor:,89
Sensor:,99
Sensor:,3
Sensor:,84
Sensor:,100
Sensor:,17
Sensor:,29
Sensor:,9
Sensor:,19
Sensor:,57
Sensor:,67
Sensor:,42
Sensor:,24
Sensor:,52
Sensor:,47
Sensor:,57
Sensor:,51
Sensor:,58
Sensor:,6
Sensor:,69
Sensor:,93
Sensor:,72
Sensor:,7
Sensor:,63
Sensor:,77
Sensor:,82
Sensor:,74,82
Sensor:,23,34
Sensor:,33,57
Sensor:,24,65
Sensor:,99,39
Sensor:,72,83
Sensor:,25,72
Sensor:,65,45
Sensor:,43,46
Sensor:,58,68
Sensor:,42,78
Sensor:,61,56
Sensor:,33,21
Sensor:,100,25
Sensor:,88,35
Sensor:,33,57
Sensor:,63,79
Sensor:,96,56
Sensor:,23,9
Sensor:,69,24
Sensor:,82,17
Sensor:,33,37
Sensor:,100,56
Sensor:,33,19
Sensor:,9,69
Sensor:,8,67
Sensor:,90,57
Sensor:,62,75
Sensor:,24,7
Sensor:,81,73
Sensor:,78,75
Sensor:,24,78
Sensor:,87,10
Sensor:,15,76
Sensor:,41,55
Sensor:,92,17
Sensor:,37,90
Sensor:,3,9
Sensor:,52,20
Sensor:,93,64
Sensor:,48,60
Sensor:,70,89
Sensor:,67,84
Sensor:,88,33
Sensor:,94,14
Sensor:,99,42
Sensor:,58,28
Sensor:,15,87
Sensor:,71,28
Sensor:,79,68
Sensor:,27,8
Sensor:,81,1
Sensor:,42,16
Sensor:,72,64
Sensor:,78,25
Sensor:,80,91
Sensor:,71,60
Sensor:,83,34
Sensor:,32,92
Sensor:,33,23
Sensor:,91,17
Sensor:,51,17
Sensor:,25,13
Sensor:,40,49
Sensor:,75,53
Sensor:,6,33
Sensor:,94,77
Sensor:,27,37
Sensor:,89,73
Sensor:,98,47
Sensor:,3,83
Sensor:,54,78
Sensor:,99,16
Sensor:,86,87
Sensor:,53,54
Sensor:,62,16
Sensor:,2,2
Sensor:,83,53
Sensor:,68,71
Sensor:,49,84
Sensor:,86,19
Sensor:,45,32
Sensor:,71,40
Sensor:,34,10
Sensor:,34,62
Sensor:,50,48
Sensor:,39,90
Sensor:,43,84
Sensor:,99,70
Sensor:,37,82
Sensor:,98,52
Sensor:,43,23
Sensor:,58,30
Sensor:,49,79
Sensor:,83,36
Sensor:,82,96
Sensor:,48,13
Sensor:,47,35
Sensor:,44,38
Sensor:,61,50
